Transaction ID,Year,Month,Day,Salesperson ID,Product ID,Serial No,ID Customer,List Price,Sales,Gross Margin
1045,2006,7,12,2027,1000,11063,1145,1299,999,559
1046,2006,7,15,2024,1000,11064,1057,1299,1100,616
1047,2006,7,18,2020,1000,11065,1127,1299,1139,638
1048,2006,7,22,2026,1000,11066,1148,1299,1100,616
1049,2006,7,27,2001,1000,11067,1161,1299,1090,610
1050,2006,7,31,2017,1000,11068,1094,1299,900,504
1051,2006,8,3,2024,1000,11069,1120,1299,1090,610
1052,2006,8,8,2011,1000,11070,1151,1299,1130,633
1053,2006,8,13,2018,1000,11071,1153,1299,1290,722
1054,2006,8,17,2007,1000,11072,1129,1299,1100,616
1055,2006,8,20,2026,1000,11073,1019,1299,979,548
1056,2006,8,25,2004,1000,11074,1146,1299,1200,672
1057,2006,8,29,2008,1000,11075,1128,1299,1290,722
1059,2006,9,6,2035,1000,11077,1144,1299,1110,622
1060,2006,9,9,2037,1000,11078,1071,1299,1070,599
1061,2006,9,14,2006,1000,11079,1131,1299,1019,571
1062,2006,9,19,2011,1000,11080,1108,1299,1059,593
1063,2006,9,22,2035,1000,11081,1113,1299,1200,672
1064,2006,9,25,2028,1000,11082,1040,1299,900,504
1065,2006,9,30,2021,1000,11083,1164,1299,900,504
1066,2006,10,3,2018,1000,11084,1088,1299,979,548
1067,2006,10,6,2020,1000,11085,1051,1299,900,504
1067,2006,10,6,2020,1000,11086,1051,1299,900,504
1067,2006,10,6,2020,1000,11087,1051,1299,900,504
1067,2006,10,6,2020,1000,11088,1051,1299,900,504
1068,2006,10,11,2029,1000,11089,1138,1299,1250,700
1069,2006,10,15,2006,1000,11090,1132,1299,1100,616
1070,2006,10,18,2006,1000,11091,1133,1299,1319,739
1071,2006,10,21,2011,1000,11092,1108,1299,1100,616
1072,2006,10,24,2008,1000,11093,1128,1299,1210,678
1073,2006,10,29,2037,1000,11094,1058,1299,1070,599
1074,2006,11,3,2025,1000,11095,1087,1299,1010,566
1075,2006,11,6,2037,1000,11096,1141,1299,1310,734
1076,2006,11,9,2037,1000,11097,1022,1299,1279,716
1077,2006,11,13,2036,1000,11098,1034,1299,930,521
1078,2006,11,18,2002,1000,11099,1029,1299,1030,577
1079,2006,11,22,2022,1000,11100,1024,1299,990,554
1080,2006,11,25,2030,1000,11101,1095,1299,1010,566
1081,2006,11,30,2009,1000,11102,1136,1299,1119,627
1082,2006,12,5,2014,1000,11103,1069,1299,1200,672
1083,2006,12,10,2034,1000,11104,1045,1299,1000,560
1084,2006,12,14,2036,1000,11105,1034,1299,1059,593
1085,2006,12,18,2006,1000,11106,1131,1299,930,521
1086,2006,12,23,2001,1000,11107,1063,1299,1270,711
1087,2006,12,26,2035,1000,11108,1113,1299,1039,582
1088,2006,12,31,2022,1000,11109,1076,1299,959,537
1089,2007,1,4,2018,1000,11110,1070,1499,1230,800
1089,2007,1,4,2018,2000,12001,1070,2199,1850,666
1089,2007,1,4,2018,2000,12002,1070,2199,1850,666
1089,2007,1,4,2018,2000,12003,1070,2199,1850,666
1090,2007,1,7,2002,2000,12004,1020,2199,1850,666
1091,2007,1,11,2027,2000,12005,1067,2199,2000,720
1092,2007,1,15,2026,1000,11111,1143,1499,1400,910
1092,2007,1,15,2026,1000,11112,1143,1499,1400,910
1092,2007,1,15,2026,1000,11113,1143,1499,1400,910
1092,2007,1,15,2026,1000,11114,1143,1499,1400,910
1092,2007,1,15,2026,2000,12006,1143,2199,2210,796
1093,2007,1,20,2017,2000,12007,1091,2199,1829,658
1094,2007,1,25,2033,2000,12008,1149,2199,1940,698
1095,2007,1,28,2022,2000,12009,1076,2199,1800,648
1095,2007,1,28,2022,2000,12010,1076,2199,1800,648
1095,2007,1,28,2022,2000,12011,1076,2199,1800,648
1095,2007,1,28,2022,2000,12012,1076,2199,1800,648
1096,2007,2,1,2005,2000,12013,1169,2199,1500,540
1097,2007,2,5,2001,2000,12014,1063,2199,2120,763
1098,2007,2,10,2001,2000,12015,1063,2199,2030,731
1099,2007,2,14,2006,2000,12016,1074,2199,2030,731
1100,2007,2,18,2024,1000,11115,1120,1499,1410,917
1100,2007,2,18,2024,2000,12017,1120,2199,2120,763
1101,2007,2,26,2030,2000,12018,1095,2199,1900,684
1102,2007,3,4,2025,2000,12019,1112,2199,2120,763
1103,2007,3,13,2019,2000,12020,1177,2199,1640,590
1104,2007,3,22,2033,2000,12021,1149,2199,1739,626
1104,2007,3,22,2033,2000,12022,1149,2199,1739,626
1104,2007,3,22,2033,2000,12023,1149,2199,1739,626
1104,2007,3,22,2033,2000,12024,1149,2199,1739,626
1105,2007,3,30,2022,1000,11116,1036,1499,1450,943
1106,2007,4,4,2018,2000,12025,1153,2199,1940,698
1107,2007,4,10,2026,2000,12026,1079,2199,1970,709
1108,2007,4,18,2021,2000,12027,1164,2199,1640,590
1108,2007,4,18,2021,2000,12028,1164,2199,1640,590
1108,2007,4,18,2021,2000,12029,1164,2199,1640,590
1108,2007,4,18,2021,2000,12030,1164,2199,1640,590
1109,2007,4,24,2016,2000,12031,1031,2199,1580,569
1110,2007,4,29,2036,2000,12032,1062,2199,2200,792
1111,2007,5,6,2015,2000,12033,1050,2199,1640,590
1112,2007,5,15,2027,2000,12034,1003,2199,2150,774
1113,2007,5,22,2021,2000,12035,1043,2199,1889,680
1114,2007,5,28,2029,2000,12036,1048,2199,1829,658
1115,2007,6,4,2002,2000,12037,1029,2199,1850,666
1116,2007,6,10,2030,2000,12038,1073,2199,1610,580
1117,2007,6,19,2023,2000,12039,1152,2199,1850,666
1118,2007,6,26,2011,2000,12040,1151,2199,2210,796
1119,2007,7,4,2005,2000,12041,1169,2199,2009,723
1120,2007,7,9,2006,2000,12042,1131,2199,1700,612
1120,2007,7,9,2006,2000,12043,1131,2199,1700,612
1121,2007,7,16,2036,2000,12044,1062,2199,1580,569
1122,2007,7,23,2031,2000,12045,1005,2199,2060,742
1123,2007,7,28,2028,2000,12046,1122,2199,1940,698
1124,2007,8,5,2026,2000,12047,1143,2199,1640,590
1125,2007,8,11,2012,2000,12048,1044,2199,1640,590
1126,2007,8,16,2035,2000,12049,1144,2199,1640,590
1127,2007,8,25,2032,2000,12050,1023,2199,1829,658
1128,2007,9,3,2022,1000,11117,1036,1499,1200,780
1129,2007,9,11,2006,1000,11118,1133,1499,1390,904
1129,2007,9,11,2006,2000,12051,1133,2199,2090,752
1129,2007,9,11,2006,2000,12052,1133,2199,2090,752
1129,2007,9,11,2006,2000,12053,1133,2199,2090,752
1129,2007,9,11,2006,2000,12054,1133,2199,2090,752
1129,2007,9,11,2006,2000,12055,1133,2199,2090,752
1129,2007,9,11,2006,2000,12056,1133,2199,2090,752
1129,2007,9,11,2006,2000,12057,1133,2199,2090,752
1129,2007,9,11,2006,2000,12058,1133,2199,2090,752
1129,2007,9,11,2006,2000,12059,1133,2199,2090,752
1129,2007,9,11,2006,2000,12060,1133,2199,2090,752
1130,2007,9,17,2021,2000,12061,1064,2199,2000,720
1131,2007,9,26,2028,2000,12062,1158,2199,2189,788
1132,2007,10,5,2021,2000,12063,1086,2199,1910,688
1133,2007,10,13,2027,2000,12064,1098,2199,2150,774
1134,2007,10,18,2003,2000,12065,1106,2199,1820,655
1135,2007,10,22,2019,2000,12066,1135,2199,2009,723
1136,2007,10,26,2030,2000,12067,1095,2199,1949,702
1137,2007,10,30,2018,2000,12068,1070,2199,1940,698
1138,2007,11,2,2018,2000,12069,1153,2199,2099,756
1139,2007,11,5,2036,2000,12070,1034,2199,1949,702
1139,2007,11,5,2036,2000,12071,1034,2199,1949,702
1139,2007,11,5,2036,2000,12072,1034,2199,1949,702
1139,2007,11,5,2036,2000,12073,1034,2199,1949,702
1140,2007,11,10,2017,2000,12074,1094,2199,1709,615
1141,2007,11,13,2003,2000,12075,1042,2199,1760,634
1142,2007,11,16,2014,2000,12076,1068,2199,1900,684
1143,2007,11,19,2017,2000,12077,1094,2199,1940,698
1144,2007,11,24,2021,2000,12078,1059,2199,1769,637
1145,2007,11,27,2020,2000,12079,1015,2199,1820,655
1146,2007,12,2,2027,2000,12080,1067,2199,1800,648
1147,2007,12,5,2023,2000,12081,1009,2199,1940,698
1148,2007,12,9,2012,2000,12082,1044,2199,2100,756
1149,2007,12,14,2026,2000,12083,1079,2199,2000,720
1150,2007,12,18,2012,2000,12084,1072,2199,1670,601
1151,2007,12,22,2004,2000,12085,1101,2199,2000,720
1152,2007,12,26,2035,1000,11119,1144,1499,1170,761
1152,2007,12,26,2035,2000,12086,1144,2199,1700,612
1152,2007,12,26,2035,2000,12087,1144,2199,1700,612
1152,2007,12,26,2035,2000,12088,1144,2199,1700,612
1153,2007,12,29,2018,2000,12089,1174,2199,2069,745
1154,2008,1,3,2013,3000,13001,1041,3299,2719,1278
1155,2008,1,7,2002,3000,13002,1029,3299,3190,1499
1156,2008,1,12,2017,3000,13003,1139,3299,2879,1353
1157,2008,1,16,2031,3000,13004,1165,3299,2700,1269
1158,2008,1,19,2033,3000,13005,1093,3299,2830,1330
1158,2008,1,19,2033,3000,13006,1093,3299,2830,1330
1158,2008,1,19,2033,3000,13007,1093,3299,2830,1330
1159,2008,1,23,2022,3000,13008,1076,3299,2639,1240
1160,2008,1,27,2022,3000,13009,1119,3299,3230,1518
1161,2008,1,30,2008,3000,13010,1085,3299,2679,1259
1162,2008,2,3,2037,3000,13011,1141,3299,2750,1293
1163,2008,2,8,2020,3000,13012,1051,3299,2510,1180
1163,2008,2,8,2020,3000,13013,1051,3299,2510,1180
1163,2008,2,8,2020,3000,13014,1051,3299,2510,1180
1163,2008,2,8,2020,3000,13015,1051,3299,2510,1180
1163,2008,2,8,2020,3000,13016,1051,3299,2510,1180
1164,2008,2,13,2025,3000,13017,1112,3299,2879,1353
1165,2008,2,17,2007,3000,13018,1129,3299,3000,1410
1166,2008,2,22,2022,3000,13019,1119,3299,2439,1146
1167,2008,2,27,2015,3000,13020,1060,3299,2500,1175
1168,2008,3,2,2014,3000,13021,1069,3299,2670,1255
1169,2008,3,6,2031,3000,13022,1066,3299,2600,1222
1170,2008,3,11,2016,3000,13023,1097,3299,3039,1428
1171,2008,3,15,2007,3000,13024,1129,3299,2800,1316
1171,2008,3,15,2007,3000,13025,1129,3299,2800,1316
1171,2008,3,15,2007,3000,13026,1129,3299,2800,1316
1172,2008,3,18,2027,3000,13027,1179,3299,3150,1481
1173,2008,3,22,2014,3000,13028,1027,3299,3000,1410
1174,2008,3,26,2007,3000,13029,1089,3299,3270,1537
1175,2008,3,31,2003,3000,13030,1106,3299,3319,1560
1176,2008,4,4,2026,2000,12090,1148,2499,2150,968
1176,2008,4,4,2026,2000,12091,1148,2499,2150,968
1176,2008,4,4,2026,3000,13031,1148,3299,2870,1349
1176,2008,4,4,2026,3000,13032,1148,3299,2870,1349
1177,2008,4,9,2031,3000,13033,1165,3299,2630,1236
1178,2008,4,14,2006,3000,13034,1131,3299,2550,1199
1179,2008,4,17,2017,3000,13035,1139,3299,3119,1466
1180,2008,4,22,2007,3000,13036,1170,3299,3070,1443
1181,2008,4,26,2025,3000,13037,1087,3299,2700,1269
1182,2008,4,29,2036,2000,12092,1034,2499,2180,981
1183,2008,5,4,2022,3000,13038,1081,3299,2600,1222
1184,2008,5,7,2005,3000,13039,1169,3299,2590,1217
1185,2008,5,12,2027,3000,13040,1145,3299,2910,1368
1186,2008,5,17,2032,3000,13041,1078,3299,2600,1222
1186,2008,5,17,2032,3000,13042,1078,3299,2600,1222
1186,2008,5,17,2032,3000,13043,1078,3299,2600,1222
1187,2008,5,22,2011,3000,13044,1013,3299,3039,1428
1188,2008,5,25,2018,3000,13045,1174,3299,2470,1161
1189,2008,5,30,2022,3000,13046,1103,3299,2600,1222
1190,2008,6,3,2017,3000,13047,1091,3299,3279,1541
1191,2008,6,7,2014,3000,13048,1104,3299,2430,1142
1192,2008,6,10,2011,3000,13049,1099,3299,3230,1518
1193,2008,6,13,2016,1000,11120,1035,1699,1499,1019
1194,2008,6,16,2036,3000,13050,1014,3299,2790,1311
1195,2008,6,20,2001,3000,13051,1167,3299,2719,1278
1196,2008,6,24,2019,2000,12093,1017,2499,1790,806
1196,2008,6,24,2019,3000,13052,1017,3299,2390,1123
1196,2008,6,24,2019,3000,13053,1017,3299,2390,1123
1196,2008,6,24,2019,3000,13054,1017,3299,2390,1123
1197,2008,6,29,2022,1000,11121,1024,1699,1250,850
1198,2008,7,3,2017,3000,13055,1109,3299,2590,1217
1199,2008,7,8,2019,3000,13056,1017,3299,3100,1457
1200,2008,7,11,2017,3000,13057,1094,3299,2959,1391
1201,2008,7,14,2033,3000,13058,1045,3299,3039,1428
1202,2008,7,19,2016,3000,13059,1031,3299,2500,1175
1203,2008,7,22,2027,1000,11122,1098,1699,1500,1020
1203,2008,7,22,2027,3000,13060,1098,3299,3100,1457
1203,2008,7,22,2027,3000,13061,1098,3299,3190,1499
1203,2008,7,22,2027,3000,13062,1098,3299,3190,1499
1203,2008,7,22,2027,3000,13063,1098,3299,3190,1499
1203,2008,7,22,2027,3000,13064,1098,3299,3190,1499
1203,2008,7,22,2027,3000,13065,1098,3299,3190,1499
1203,2008,7,22,2027,3000,13066,1098,3299,3190,1499
1203,2008,7,22,2027,3000,13067,1098,3299,3190,1499
1203,2008,7,22,2027,3000,13068,1098,3299,3190,1499
1203,2008,7,22,2027,3000,13069,1098,3299,3190,1499
1204,2008,7,27,2033,3000,13070,1093,3299,2390,1123
1205,2008,7,31,2021,3000,13071,1164,3299,2750,1293
1206,2008,8,3,2006,3000,13072,1131,3299,2999,1410
1206,2008,8,3,2006,3000,13073,1131,3299,2999,1410
1207,2008,8,7,2011,3000,13074,1013,3299,2910,1368
1208,2008,8,12,2027,3000,13075,1021,3299,2800,1316
1209,2008,8,17,2006,3000,13076,1056,3299,3159,1485
1210,2008,8,21,2019,3000,13077,1017,3299,2670,1255
1210,2008,8,21,2019,3000,13078,1017,3299,2670,1255
1210,2008,8,21,2019,3000,13079,1017,3299,2670,1255
1210,2008,8,21,2019,3000,13080,1017,3299,2670,1255
1211,2008,8,24,2008,3000,13081,1002,3299,2400,1128
1212,2008,8,29,2037,3000,13082,1075,3299,2500,1175
1213,2008,9,2,2010,3000,13083,1047,3299,2870,1349
1214,2008,9,7,2017,3000,13084,1163,3299,2479,1165
1215,2008,9,10,2026,3000,13085,1168,3299,3270,1537
1216,2008,9,15,2031,3000,13086,1066,3299,2479,1165
1217,2008,9,20,2005,1000,11123,1169,1699,1419,965
1217,2008,9,20,2005,1000,11124,1169,1699,1419,965
1217,2008,9,20,2005,1000,11125,1169,1699,1419,965
1217,2008,9,20,2005,1000,11126,1169,1699,1419,965
1217,2008,9,20,2005,3000,13087,1169,3299,2830,1330
1217,2008,9,20,2005,3000,13088,1169,3299,2830,1330
1217,2008,9,20,2005,3000,13089,1169,3299,2830,1330
1218,2008,9,23,2007,3000,13090,1089,3299,2479,1165
1219,2008,9,26,2003,3000,13091,1106,3299,2910,1368
1220,2008,10,1,2032,3000,13092,1116,3299,3079,1447
1221,2008,10,5,2037,3000,13093,1071,3299,2600,1222
1222,2008,10,8,2004,3000,13094,1101,3299,3239,1522
1223,2008,10,12,2030,3000,13095,1111,3299,3110,1462
1224,2008,10,15,2014,3000,13096,1069,3299,2470,1161
1224,2008,10,15,2014,3000,13097,1069,3299,2470,1161
1224,2008,10,15,2014,3000,13098,1069,3299,2470,1161
1224,2008,10,15,2014,3000,13099,1069,3299,2470,1161
1224,2008,10,15,2014,3000,13100,1069,3299,2470,1161
1224,2008,10,15,2014,3000,13101,1069,3299,2470,1161
1224,2008,10,15,2014,3000,13102,1069,3299,2470,1161
1225,2008,10,18,2021,3000,13103,1164,3299,3230,1518
1226,2008,10,23,2021,3000,13104,1059,3299,2400,1128
1227,2008,10,27,2002,3000,13105,1176,3299,3100,1457
1228,2008,10,31,2007,3000,13106,1170,3299,2550,1199
1228,2008,10,31,2007,3000,13107,1170,3299,2550,1199
1228,2008,10,31,2007,3000,13108,1170,3299,2550,1199
1229,2008,11,4,2027,3000,13109,1067,3299,3190,1499
1230,2008,11,7,2036,3000,13110,1157,3299,2559,1203
1231,2008,11,11,2012,3000,13111,1140,3299,3230,1518
1232,2008,11,16,2028,3000,13112,1046,3299,2799,1316
1233,2008,11,20,2015,3000,13113,1055,3299,2550,1199
1234,2008,11,23,2027,2000,12094,1067,2499,2429,1093
1234,2008,11,23,2027,2000,12095,1067,2499,2429,1093
1234,2008,11,23,2027,2000,12096,1067,2499,2429,1093
1234,2008,11,23,2027,3000,13114,1067,3299,3239,1522
1234,2008,11,23,2027,3000,13115,1067,3299,3230,1518
1234,2008,11,23,2027,3000,13116,1067,3299,3230,1518
1234,2008,11,23,2027,3000,13117,1067,3299,3230,1518
1235,2008,11,28,2003,3000,13118,1106,3299,2959,1391
1236,2008,12,2,2018,3000,13119,1174,3299,2710,1274
1237,2008,12,6,2011,3000,13120,1121,3299,2359,1109
1237,2008,12,6,2011,3000,13121,1121,3299,2359,1109
1237,2008,12,6,2011,3000,13122,1121,3299,2359,1109
1237,2008,12,6,2011,3000,13123,1121,3299,2359,1109
1238,2008,12,11,2004,3000,13124,1100,3299,2470,1161
1239,2008,12,15,2002,3000,13125,1020,3299,2870,1349
1240,2008,12,19,2031,3000,13126,1130,3299,3230,1518
1241,2008,12,22,2017,1000,11127,1025,1699,1430,972
1241,2008,12,22,2017,2000,12097,1025,2499,2100,945
1241,2008,12,22,2017,3000,13127,1025,3299,2879,1353
1242,2008,12,26,2008,3000,13128,1082,3299,2430,1142
1243,2008,12,29,2009,3000,13129,1136,3299,2900,1363
1244,2009,1,2,2006,3000,13130,1074,3699,3390,1932
1245,2009,1,5,2002,3000,13131,1106,3699,3100,1767
1246,2009,1,9,2028,2000,12098,1046,2699,2450,1201
1247,2009,1,14,2026,3000,13132,1143,3699,2870,1636
1248,2009,1,18,2006,3000,13133,1105,3699,3310,1887
1249,2009,1,22,2015,3000,13134,1050,3699,3110,1773
1250,2009,1,27,2024,3000,13135,1120,3699,3439,1960
1250,2009,1,27,2024,3000,13136,1120,3699,3439,1960
1250,2009,1,27,2024,3000,13137,1120,3699,3439,1960
1251,2009,2,1,2001,4000,14001,1167,4599,4049,1984
1252,2009,2,4,2037,4000,14002,1075,4599,4249,2082
1253,2009,2,7,2002,4000,14003,1107,4599,3540,1735
1254,2009,2,9,2006,2000,12099,1172,2699,2000,980
1254,2009,2,9,2006,3000,13138,1172,3699,2670,1522
1254,2009,2,9,2006,4000,14004,1172,4599,3340,1637
1255,2009,2,12,2008,4000,14005,1128,4599,3899,1911
1256,2009,2,16,2013,4000,14006,1026,4599,4149,2033
1257,2009,2,20,2009,4000,14007,1030,4599,3299,1617
1257,2009,2,20,2009,4000,14008,1030,4599,3299,1617
1258,2009,2,24,2011,4000,14009,1032,4599,4340,2127
1259,2009,3,1,2006,4000,14010,1132,4599,3400,1666
1260,2009,3,4,2014,4000,14011,1104,4599,4240,2078
1260,2009,3,4,2014,4000,14012,1104,4599,4240,2078
1261,2009,3,8,2026,4000,14013,1037,4599,4190,2053
1262,2009,3,12,2013,4000,14014,1041,4599,4300,2107
1263,2009,3,15,2006,4000,14015,1132,4599,3400,1666
1264,2009,3,19,2030,4000,14016,1111,4599,4040,1980
1265,2009,3,23,2027,4000,14017,1145,4599,3699,1813
1266,2009,3,28,2022,4000,14018,1103,4599,3240,1588
1267,2009,4,1,2027,4000,14019,1145,4599,4200,2058
1268,2009,4,5,2001,4000,14020,1063,4599,3290,1612
1269,2009,4,9,2033,4000,14021,1080,4599,3990,1955
1270,2009,4,13,2014,4000,14022,1069,4599,4299,2107
1271,2009,4,16,2004,4000,14023,1146,4599,4190,2053
1272,2009,4,21,2012,4000,14024,1053,4599,3540,1735
1272,2009,4,21,2012,4000,14025,1053,4599,3540,1735
1272,2009,4,21,2012,4000,14026,1053,4599,3540,1735
1272,2009,4,21,2012,4000,14027,1053,4599,3540,1735
1272,2009,4,21,2012,4000,14028,1053,4599,3540,1735
1272,2009,4,21,2012,4000,14029,1053,4599,3540,1735
1273,2009,4,26,2006,4000,14030,1074,4599,4240,2078
1274,2009,4,29,2012,4000,14031,1044,4599,3200,1568
1275,2009,5,4,2030,4000,14032,1073,4599,4400,2156
1276,2009,5,9,2027,4000,14033,1098,4599,4100,2009
1277,2009,5,13,2001,4000,14034,1167,4599,3540,1735
1278,2009,5,17,2015,4000,14035,1060,4599,3990,1955
1278,2009,5,17,2015,4000,14036,1060,4599,3990,1955
1278,2009,5,17,2015,4000,14037,1060,4599,3990,1955
1278,2009,5,17,2015,4000,14038,1060,4599,3990,1955
1279,2009,5,21,2002,4000,14039,1110,4599,3340,1637
1280,2009,5,25,2021,4000,14040,1064,4599,3640,1784
1281,2009,5,30,2002,4000,14041,1176,4599,3700,1813
1281,2009,5,30,2002,4000,14042,1176,4599,3700,1813
1281,2009,5,30,2002,4000,14043,1176,4599,3700,1813
1281,2009,5,30,2002,4000,14044,1176,4599,3700,1813
1282,2009,6,4,2012,4000,14045,1117,4599,3349,1641
1283,2009,6,8,2019,4000,14046,1115,4599,4190,2053
1284,2009,6,12,2021,4000,14047,1083,4599,3490,1710
1285,2009,6,17,2004,4000,14048,1146,4599,3399,1666
1286,2009,6,22,2036,4000,14049,1062,4599,3240,1588
1287,2009,6,25,2011,4000,14050,1121,4599,3790,1857
1288,2009,6,28,2007,4000,14051,1096,4599,3240,1588
1289,2009,7,1,2036,4000,14052,1034,4599,3600,1764
1290,2009,7,4,2006,4000,14053,1056,4599,3690,1808
1291,2009,7,11,2004,4000,14054,1146,4599,3849,1886
1292,2009,7,20,2028,4000,14055,1040,4599,3600,1764
1293,2009,7,29,2008,4000,14056,1085,4599,3690,1808
1293,2009,7,29,2008,4000,14057,1085,4599,3690,1808
1294,2009,8,6,2019,4000,14058,1177,4599,4040,1980
1295,2009,8,11,2014,4000,14059,1027,4599,4299,2107
1296,2009,8,17,2016,4000,14060,1035,4599,3240,1588
1297,2009,8,23,2027,4000,14061,1145,4599,3800,1862
1298,2009,8,29,2033,4000,14062,1149,4599,4390,2151
1299,2009,9,6,2032,4000,14063,1116,4599,3790,1857
1300,2009,9,9,2005,4000,14064,1004,4599,3190,1563
1301,2009,9,12,2002,4000,14065,1029,4599,3340,1637
1302,2009,9,17,2023,1000,11128,1162,1799,1450,1001
1302,2009,9,17,2023,2000,12100,1162,2699,2180,1068
1303,2009,9,21,2022,4000,14066,1173,4599,4390,2151
1303,2009,9,21,2022,4000,14067,1173,4599,4390,2151
1303,2009,9,21,2022,4000,14068,1173,4599,4390,2151
1303,2009,9,21,2022,4000,14069,1173,4599,4390,2151
1303,2009,9,21,2022,4000,14070,1173,4599,4390,2151
1304,2009,9,25,2020,4000,14071,1127,4599,4200,2058
1305,2009,9,30,2032,4000,14072,1001,4599,3300,1617
1306,2009,10,4,2013,4000,14073,1134,4599,4000,1960
1307,2009,10,9,2016,4000,14074,1035,4599,4100,2009
1308,2009,10,13,2006,4000,14075,1133,4599,4490,2200
1309,2009,10,18,2037,4000,14076,1054,4599,4140,2029
1310,2009,10,23,2001,4000,14077,1167,4599,3790,1857
1311,2009,10,28,2009,4000,14078,1102,4599,3800,1862
1312,2009,11,1,2010,4000,14079,1171,4599,3790,1857
1313,2009,11,4,2037,4000,14080,1033,4599,3690,1808
1314,2009,11,9,2011,4000,14081,1151,4599,3990,1955
1314,2009,11,9,2011,4000,14082,1151,4599,3990,1955
1314,2009,11,9,2011,4000,14083,1151,4599,3990,1955
1314,2009,11,9,2011,4000,14084,1151,4599,3990,1955
1314,2009,11,9,2011,4000,14085,1151,4599,3990,1955
1314,2009,11,9,2011,4000,14086,1151,4599,3990,1955
1314,2009,11,9,2011,4000,14087,1151,4599,3990,1955
1314,2009,11,9,2011,4000,14088,1151,4599,3990,1955
1314,2009,11,9,2011,4000,14089,1151,4599,3990,1955
1315,2009,11,14,2018,4000,14090,1006,4599,4240,2078
1316,2009,11,17,2014,4000,14091,1123,4599,3499,1715
